NID	CHN	ETCM	TCMID	SYM	TCMSP	PINYIN	LATIN	TYPE	FAMILY_CHN	FAMILY_ENG	Specifications	Property_CHN	Property_Eng	Flavor_CHN	Flavor_ENG	Meridian_Tropism_CHN	Meridian_Tropism_ENG	Indication_CHN	Indication_ENG	English_Name	Class_Chinese	UsePart	Syndromes	itcm
911	西琥珀		TCMID_H_7625			XI HU PO	Succinus	Plant medicine				平	Neutral	甘	Sweet	膀胱、肝、心	Bladder,Liver,Heart	1婴儿惊厥和癫痫的治疗。琥珀和蜈蚣、全蝎一起使用。2治疗心悸，失眠和梦扰睡眠。琥珀（Hupo）与酸枣仁（Suanzaoren）和何首乌（Yejiaoteng）一起使用。三。治疗因血瘀引起的痛经或闭经。琥珀（Hupo）与当归、莪术、吴茱萸配伍制成Hupo散。4治疗表现为尿频、尿痛、血尿或尿路结石的尿路疾病。琥珀与金钱草、木通、白茅根配合使用。	1. Treatment of infantile convulsions and epilepsy. Amber (Hupo) is used with Centipede (Wugong) and Scorpion (Quanxie). 2. Treatment of palpitations, insomnia and dream-disturbed sleep. Amber (Hupo) is used with Wild jujube seed (Suanzaoren) and Multiflower knotweed (Yejiaoteng). 3. Treatment of dysmenorrhea or amenorrhea due to blood stagnation. Amber (Hupo) is used with Chinese angelica root (Danggui), Zedoary (Ezhu) and Lindera root (Wuyao) in the formula Hupo San. 4. Treatment of urinary tract disorders manifested as frequent urination, painful urination, bloody urine or calculus formation in the urinary tract. Amber (Hupo) is used with Lysimachia (Jinqiancao), Clematis stem (Mutong) and Imperata rhizome (Baimaogen).				Sedative and diuretic.	itcm_h_911
912	海人草		TCMID_H_6577			HAI REN CAO	Digenea simplex	Plant medicine										驱除蛔虫。	To expel roundworm.			frond	Ascariasis.	itcm_h_912
913	薄荷油		TCMID_H_3146			BO HE YOU		Plant medicine																itcm_h_913
914	刀豆	yc_78	TCMID_H_7740	SMHB00097	97	DAO DOU	Canavalia gladiata (Jacq.)DC.	Plant medicine	豆科	Leguminosae	以粒大、饱满、色淡红者为佳	温	Warm	苦,酸	bitter,sour	肝,脾	Liver, spleen	养血,柔肝,缓中,止痛,敛阴,收汗						itcm_h_914
915	禹粮石		TCMID_H_8006			YU LIANG SHI	Limonitum	Mineral medicine				平	Neutral	甘,	Sweet,	脾、大肠、胃	Spleen,Large Intestine,Stomach	治疗慢性腹泻、慢性痢疾、异常子宫出血、病态白带。	Treatment of chronic diarrhea, chronic dysentery, abnormal uterine bleeding, morbid leukorrhea.					itcm_h_915
916	人工牛黄		TCMID_H_4924			REN GONG NIU HUANG	Calculus Bovis Artificiosus	animal medicine(including insect)				凉	Cool	苦	Bitter	肝，心	Liver,Heart							itcm_h_916
917	弗吉尼亚地笋		TCMID_H_1718			FU JI NI YA DI SUN	Lycopus virginicus	Plant medicine	唇形科	Lamiaceae														itcm_h_917
918	胖大海	yc_243	TCMID_H_7502	SMHB00308	308	PANG DA HAI	Sterculia lychnophora Hance	Plant medicine	梧桐科	Sterculiaceae		寒	Cold	甘	sweet	肺,大肠	Lung, large intestine	清热,润肺,利咽,开音,润肠,通便	To clear away heat, moisturize the lungs, relieve the pharynx, activate sound, moisturize the intestines, and relax bowel movements					itcm_h_918
919	芒硝		TCMID_H_2033			MANG XIAO	Natrii Sulfas1	Mineral medicine				寒	Cold	苦,咸	Bitter,Salty	大肠，胃	Large Intestine,Stomach	治疗便秘，大便干结，热腹痛，阑尾炎。外用硫酸钠：乳腺炎，痔疮肿痛。	Treament of constipation with retention of dry feces and abdominal pain caused by excessive heat , appendicitis. External use of Natrii Sulfas: Mastitis, painful swollen hemorrhoids.				It contain mainly Na2SO4.10 H2O which is a potent purgative.	itcm_h_919
920	桃仁	yc_310	TCMID_H_6079	SMHB00390	390	TAO REN	Prunus persica (L.) Batsch;Prusua davidiana (Carr.) Franch	Plant medicine	蔷薇科	Rosaceae		平	Neutral	苦,甘	bitter,sweet	心,肝,大肠	Heart, liver, large intestine	活血,祛瘀,润肠,通便,止咳,平喘	Invigorate blood, remove blood stasis, moisturize the intestine, laxative, relieve cough, relieve asthma					itcm_h_920
921	醋酸		TCMID_H_6540			CU SUAN	Acidum Benzoicum	other																itcm_h_921
922	橘红珠		TCMID_H_5510			JU HONG ZHU		Plant medicine																itcm_h_922
923	生龙牡		TCMID_H_2521			SHENG LONG MU		Plant medicine																itcm_h_923
924	柏枝节		TCMID_H_6361			BAI ZHI JIE		Plant medicine																itcm_h_924
925	竹节香附		TCMID_H_4309			ZHU JIE XIANG FU	rhizoma Anemones raddeanae	Plant medicine				平	Neutral	辛,微甘,微苦	Pungent,Slightly Sweet,Slightly Bitter	脾，肝，三焦	Spleen,Liver,Three End							itcm_h_925
926	银不换		TCMID_H_1603			YIN BU HUAN	Cyclea barbata	Plant medicine	防己科	Menispermaceae								清热解毒，化瘀止痛，利尿通淋。	To clear heat and resolve toxin, disperse stasis and relieve pain, disinhibit urine and free strangury.			root and stem	Wind-heat common cold, throat pain, toothache, stomachache, abdominal pain, damp-heat dysentery, malaria, dribbling pain of urination, painful wound from knocks and falls, sprain and contusion.	itcm_h_926
927	独活	yc_90	TCMID_H_4449	SMHB00113	113	DU HUO	Angelica pubescens Maxim.f. biserata Shan et Yuan	Plant medicine	伞形科	Apiaceae		温	Warm	辛,苦	pungent,bitter	肾,膀胱	Kidney, bladder	祛风,除湿,通痹,止痛	Dispel wind, dehumidify, relieve numbness, relieve pain					itcm_h_927
928	酢浆草		TCMID_H_6772			ZUO JIANG CAO	Oxalis corniculata [Syn. Oxalis repens]	Plant medicine	酢浆草科	Oxalidaceae								清热利湿，凉血化瘀，解毒消肿。	To clear heat and disinhibit damp, cool blood and dissipate stasis, resolve toxin and disperse swelling.			whole herb	Damp-heat diarrhea, dysentery, jaundice, st rangury syndro me, vaginal discharge, blood ejection, spontaneous external bleeding, hematuria, menstrual disorder, knocks and falls, swelling pain in throat, swollen welling abscess and clove sores, erysipelas, eczema, scab and lichen, hemorrhoids, measles papules, burns and scalds, snake or insect bites.	itcm_h_928
929	鹿茸胶		TCMID_H_3139			LU RONG JIAO	Colla Cornus Cervi	animal medicine(including insect)				温	Warm	甘,咸	Sweet,Salty	肝，肾	Liver,Kidney	治疗阳痿、遗精、性冷淡、不孕、消瘦、乏力、畏寒、头晕、耳鸣、听力减退、背痛伴寒坐、四肢无力、子宫异常出血、白带、慢性骨痛难愈。	Treatment of impotence, spermatorrhea, or frigidity and infertility, emaciation, lassitude, aversion to cold, dizziness, tinnitus, impairment of hearing, back pain accompanied by cold seasation, and weakness of the limbs, abnormal uterine bleeding and leukorrhea, chronic cores difficult to heal.					itcm_h_929
930	冬凌草	yc_88				DONG LING CAO	Rabdosia rubescens ( Hemsl.)Hara	Plant medicine	唇形科	Lamiaceae		寒	Cold	苦,甘	bitter,sweet	肺,胃,肝	Lung, stomach, liver	清热,解毒,活血,止痛	Clearing away heat, detoxifying, promoting blood circulation, relieving pain					itcm_h_930
931	桑椹		TCMID_H_7298	SMHB00350	350	Sang Shen	Fructus Mori	Plant medicine				寒	Cold	甘	Sweet	肝、心、肾	Liver,Heart,Kidney		To nourish n and blood and promote the production of body fluid.	Mulberry Fruit	补阴药			itcm_h_931
932	生姜	yc_291	TCMID_H_7484	SMHB00367	367	SHENG JIANG	Zingiber officinale Rosc.	Plant medicine	姜科	Zingiberaceae		温	Warm	辛	pungent	肺,脾,胃	Lung, spleen, stomach	解表,散寒,温中,止呕,化痰,止咳,解鱼蟹毒	Relieve the surface, dispel cold, warm the middle, relieve vomiting, reduce phlegm, relieve cough, relieve fish and crab poison					itcm_h_932
933	人参叶	yc_266	TCMID_H_7227	SMHB00337	337	REN SHEN YE	Panax ginseng C. A. Mey.	Plant medicine	五加科	Araliaceae		寒	Cold	苦,甘	bitter,sweet	肺,胃	Lung, stomach	补气,益肺,祛暑,生津	Invigorate qi, nourish the lungs, expel heat, and promote body fluids					itcm_h_933
934	枳实	yc_388	TCMID_H_3379	SMHB00486	486	ZHI SHI	Citrus aurantium` L.;Citrus sinensis Osbeck	Plant medicine	芸香科	Rutaceae		寒	Cold	苦,辛,酸	bitter,pungent,sour	脾,胃	Spleen, stomach	破气,消积,化痰,散痞	Break qi, eliminate accumulation, resolve phlegm, and dispel pimple					itcm_h_934
935	西河柳		TCMID_H_5172	SMHB00421	421	Xi He Liu	Cacumen Tamaricis	Plant medicine	柽柳科	Tamaricaceae		平	Neutral	辛,甘	Pungent,Sweet	肺、胃、心	Lung,Stomach,Heart	发汗祛风，促进喷发。	To induce diaphoresis and dispel wind and to promote eruption.	Chinese Tamarisk Twig	辛温解表药			itcm_h_935
936	番泻叶	yc_96	TCMID_H_7254	SMHB00120	120	FAN XIE YE	Cassia angustifolia Vahl;Cassiu aczrtifolin Delile	Plant medicine	豆科	Leguminosae		寒	Cold	甘,苦	sweet,bitter	大肠	large intestine	泻热,行滞,通便,利水						itcm_h_936
937	药用牛舌草		TCMID_H_4377			YAO YONG NIU SHE CAO	Anchusa officinalis	Plant medicine	紫草科	Boraginaceae														itcm_h_937
938	牡丹皮	yc_228	TCMID_H_5813	SMHB00284	284	MU DAN PI	Paeonia suffruticosa Andr.	Plant medicine	毛茛科	Ranunculaceae		寒	Cold	苦,辛	bitter,pungent	心,肝,肾	Heart, liver, kidney	清热,凉血,活血,化瘀	Clear heat, cool blood, invigorate blood, remove blood stasis					itcm_h_938
939	覆盆子叶		TCMID_H_2806			FU PEN ZI YE		Plant medicine																itcm_h_939
940	野菊花	yc_361	TCMID_H_1050	SMHB00453	453	YE JU HUA	Chrysanthemum indicum L.	Plant medicine	菊科	Compositae		寒	Cold	苦,辛	bitter,pungent	肝,心	Liver, heart	清热,解毒,泻火,平肝	Clearing away heat, detoxification, purging fire, calming liver					itcm_h_940
941	大花旋覆花		TCMID_H_7992			DA HUA XUAN FU HUA		Plant medicine	菊科	Asteraceae														itcm_h_941
942	洋蓍草		TCMID_H_7263			YANG SHI CAO	Achillea millefolium	Plant medicine	菊科	Asteraceae								祛风活血止痛解毒。	To dispel wind, quicken blood, relieve pain, resolve toxin.			whole herb	Wind-damp impediment pain, knocks and falls, amenorrhea due to blood stasis, swelling toxin of welling abscess and sore, bleeding from hemorrhoids.	itcm_h_942
943	葡萄糖		TCMID_H_3051			PU TAO TANG	Glucosum	other																itcm_h_943
944	海桐皮		TCMID_H_3519	SMHB00158	158	Hai Tong Pi	Cortex erythrie	Plant medicine	五加科	Araliaceae		平	Neutral	辛,苦	Pungent,Bitter	肝	Liver	1祛风祛湿。通经	1. To dispel wind and dampness; 2. To clear the meridians	bark of Oriental Variegated Coralbean	祛风湿清热药	bark		itcm_h_944
945	石膏		TCMID_H_5107			SHI GAO	Gypsum Fibrosum	Mineral medicine				大寒	Extremely Cold	辛,甘	Pungent,Sweet	肺，胃	Lung,Stomach	治疗外感温病高热口渴，肺热哮咳，胃火旺头痛牙痛。	Treatment of febrile diseases due to exogenous affection with high fever and dire thirst, asthma and cough caused by heat in the lung, headache and toothache caused by exuberant fire in the stomach.				1. Its decoction can lower milk- or vaccine-induced fever in rabbits, but pure calcium sulfate does not possess this effect.2. Its decoction can also quench thirst in rats.	itcm_h_945
946	芫花根		TCMID_H_4343			YUAN HUA GEN	Daphne genkwa	Plant medicine	瑞香科	Thymelaeaceae								排除水分，分解毒素，消散束缚。	To expel water, resolve toxin, dissipate binds.			root	Edema, scrofula, mammary welling abscess, hemorrhoids, scab sore.	itcm_h_946
947	牛膝茎叶		TCMID_H_1066			NIU XI JING YE		Plant medicine																itcm_h_947
948	三棱	yc_274	TCMID_H_7888	SMHB00345	345	SAN LENG	Sparganium stoloniferum Buch.-Ham.	Plant medicine	黑三棱科	Sparganiaceae		平	Neutral	辛,苦	pungent,bitter	肝,脾	Liver, spleen	破血,行气,消积,止痛	Break blood, promote qi, eliminate accumulation, relieve pain					itcm_h_948
949	桑螵蛸		TCMID_H_1387			SANG PIAO XIAO	Ootheca Mantidis	animal medicine(including insect)				平	Neutral	甘,咸	Sweet,Salty	肝，肾	Liver,Kidney	阻止自发辐射，减少排尿过多，治疗尿道混浊。遗精、遗尿、尿频、尿浊。	To arrest spontaneous emission, to reduce excessive urination, and to cure turbid discharge from the urethra. cturnal emission, spermatorrhea, enuresis, frequent urination, turbid discharge with urine.					itcm_h_949
950	醋酸地塞米松		TCMID_H_1503			CU SUAN DI SAI MI SONG	Dexamethasoni Acetas	other																itcm_h_950
951	耳草		TCMID_H_5428			ER CAO	Hedyotis auricularia	Plant medicine	茜草科	Rubiaceae								清热解毒，凉血消肿。	To clear heat and resolve toxin, cool blood and disperse swelling.			whole herb	Common cold with fever, lung heat cough, swelling pain in throat, enteritis, dysentery, bleeding from hemorrhoids, flooding and spotting, poisonous snake bite, mastitis, swelling toxin of welling abscess and boil, eczema, knocks and falls.	itcm_h_951
952	木香	yc_234	TCMID_H_5151	SMHB00292	292	MU XIANG	Aucklandia lappa Decne.	Plant medicine	菊科	Compositae		温	Warm	辛,苦	pungent,bitter	脾,胃,大肠,三焦,胆	Spleen, stomach, large intestine, triple energizer, gallbladder	行气,止痛,健脾,消食						itcm_h_952
953	楮实子			SMHB00069	69	Chu Shi Zi		Plant medicine												Broussonetiae Fructus	补阴药			itcm_h_953
954	药用蛇床		TCMID_H_7920			YAO YONG SHE CHUANG	Cnidium officinale [Syn. Ligusticum officinale ]	Plant medicine	伞形科	Apiaceae								详见 Ligusticum chuanxiong .	See  Ligusticum chuanxiong .			rhizome	See Ligusticum chuanxiong.	itcm_h_954
955	马兜铃	yc_216	TCMID_H_2958	SMHB00269	269	MA DOU LING	Aristolochia contortaBge.;Aristolochia debilis Sibe.et Zucc.	Plant medicine	马兜铃科	Aristolochiaceae		寒	Cold	苦	bitter	肺,大肠	Lung, large intestine	清肺,降气,止咳,平喘,清肠,消痔	Clear lung, lower qi, relieve cough, relieve asthma, clear intestines, eliminate hemorrhoids					itcm_h_955
956	牡荆叶	yc_229	TCMID_H_5403	SMHB00285	285	MU JING YE	Vitex negundo L. var. cannabifolia (Sieb.et Zucc.)Hand.-Mazz.	Plant medicine	马鞭草科	Verbenaceae		平	Neutral	苦,辛	bitter,pungent	肺	lung	祛痰,止咳,平喘	Expectorant, relieve cough, relieve asthma					itcm_h_956
957	荜茇	yc_33		SMHB00042	42	BI BO	Piper longum L.	Plant medicine	胡椒科	Piperaceae	以肥大、饱满、坚实、色黑褐、气味浓者为佳	热	Hot	辛	pungent	脾,胃	Spleen, stomach	温中,散寒,下气,止痛	Warm middle, dispel cold, lower breath, relieve pain					itcm_h_957
958	水栀叶		TCMID_H_3614			SHUI ZHI YE	Gardenia jasminoides var. grandiflora	Plant medicine	茜草科	Rubiaceae								消肿。	To disperse swelling.			leaf	Knocks and falls.	itcm_h_958
959	鹤草芽		TCMID_H_1213			HE CAO YA	Gemma Agrimoniae	Plant medicine				凉	Cool	苦	bitter	肝、小肠、大肠	Liver, small intestine,large intestine	杀死绦虫。仙鹤草芽在早餐前用温开水冲服。绦虫应在5至6小时内排出。	To kill tapeworm. Agrimonia bud (Hecaoya) is taken with warm boiled water in the morning before breakfast. The tapeworm should be discharged within five to six hours.					itcm_h_959
960	地龙		TCMID_H_6935			DI LONG	Pheretima	animal medicine(including insect)				寒	Cold	咸	Salty	膀胱、脾、肝	Bladder,Spleen,Liver	治疗高热意识减退、抽搐、关节痛、四肢麻木、偏瘫、肺热咳嗽哮喘、水肿少尿、高血压。	Treatment of high fever with impaired consciousness, convulsions, arthralgia, numbness of the limbs, hemiplegia, cough and asthma due to heat in the lung, edema ano oliguria, hypertension.				1. Relaxing bronchial spasm in rats or rabbits.2. Intravenous injection of alcoholic infusion (0.1g/kg) lowers blood pressure in anesthetized dogs.3. Sedative and anticonvulsive.4. Lumbrifebrine, one of its active components, is ab antipyretic.	itcm_h_960
961	乌梢蛇		TCMID_H_5145			WU SHAO SHE	Zaocys	animal medicine(including insect)				平	Neutral	甘	Sweet	肝	Liver	治疗慢性风湿性关节炎伴麻木、强直、中风偏瘫、抽搐、破伤风、麻风病、疥疮、化脓性阴囊。	Treatment of chronic rheumatiod arthritis with numbness and ankylosis, hemiplegia in stroke, convulsion, tetanus, leprosy, scabies, scrofula with suppuration.					itcm_h_961
962	石南		TCMID_H_2881			SHI NAN	Photinia serrulata	Plant medicine	蔷薇科	Rosaceae								祛风湿、止痒、强筋骨、益肝肾。	To dispel wind-damp, relieve itch, strengthen sinews and bones, boost liver and kidney.			tender branch-leaf	Wind-damp impediment pain, head wind headache, wind papules [=rubella], weekness in legs and knees, kidney vacuity lumbar pain, impotence with emission.	itcm_h_962
963	白鲜皮	yc_20		SMHB00025	25	BAI XIAN PI	Dictamnus dasycarpus Turcz.	Plant medicine	芸香科	Rutaceae		寒	Cold	苦	bitter	脾,胃,膀胱	Spleen, stomach, bladder	清热,燥湿,祛风,解毒	Clear heat, dry dampness, expel wind, and detoxify					itcm_h_963
964	桂皮油		TCMID_H_3355			GUI PI YOU	Oleum Corticis Cinnamomi	Plant medicine				温	Warm	辛,甘	Pungent,Sweet	肺、膀胱、心	Lung,Bladder,Heart							itcm_h_964
965	三七花			SMHB00347	347	San Qi Hua		Plant medicine												Notoginseng Flos	清热解毒药			itcm_h_965
966	紫苏梗	yc_398	TCMID_H_1397			ZI SU GENG	Perilla frurescens (L.)Britt.	Plant medicine	唇形科	Lamiaceae	均以外皮色紫棕、有香气者为佳	温	Warm	辛	pungent	肺,脾	Lung, spleen	理气,宽中,止痛,安胎	Regulate qi, relieve pain, relieve fetus					itcm_h_966
967	羚羊角		TCMID_H_1911			LING YANG JIAO	Cornu Saigae Tataricae	animal medicine(including insect)				寒	Cold	咸	Salty	肝，心	Liver,Heart	治疗高热伴惊厥、意识障碍、癫痫、乳晕、头痛头晕、眼红伴角膜混浊、流行性纤维性疾病伴皮疹、痈、脓肿、疮。	Treatment of high fever with convulsion and impairment of consciousness, eclompsia, epilepsy, mamia, headache and dizziness, redness of the eye with corneal opacity, epidemic fibrile diseases with eruption, carbuncle, abscess and sores.				1. Intraperitoneal injection of its alcoholic extract (0.05mg/g) exerts sedative effect in mice.2. Its alcoholic extract and hydrolsate lower vaccine-induced fever in rabbits.3. Analgesic, anti-convulsive and hypotensive.	itcm_h_967
968	柠檬酸		TCMID_H_5175			NING MENG SUAN	Acidum Citricum	other																itcm_h_968
969	一年生山靛		TCMID_H_4871			YI NIAN SHENG SHAN DIAN	Mercurialis annua	Plant medicine	大戟科	Euphorbiaceae														itcm_h_969
970	无花果		TCMID_H_6126			WU HUA GUO	Ficus carica	Plant medicine	桑科	Moraceae								清热生液，健脾生津，解毒消肿。	To clear heat and engender liquid, fortify spleen and promote digestion, resolve toxin and disperse swelling.			fruit	Swelling pain in throat, dry cough with hoarseness, scant breast milk, intestinal heat and constipation, inappetence, indigestion, diarrhea, dysentery, swollen welling abscess, lichen.	itcm_h_970
